date,hamon TOTAL0,macron TOTAL0,fillon TOTAL0,le pen TOTAL0,mélenchon TOTAL0,query,time
"Feb 5, 2017","9.82857183952139","23.4257745088013","18.0856586954288","23.6584976555728","17.0014973006758","age","120"
"Feb 6, 2017","7.41531505254073","19.4827109078484","34.0159430540064","15.8171371390625","15.268893846542","age","120"
"Feb 7, 2017","10.2231573756354","19.2107081185555","31.6265670640732","16.4116641721783","10.3460850877394","age","120"
"Feb 8, 2017","4.44699693375378","21.8433433758575","32.5643480814824","13.6277518463503","11.1539233989197","age","120"
"Feb 9, 2017","4.54656666417742","21.8088702565588","26.1756272757707","26.3223054261974","13.1466303772957","age","120"
"Feb 10, 2017","3.83269446970457","19.0691437032667","21.3071711031404","33.1194691290798","10.4897034129903","age","120"
"Feb 11, 2017","7.21799100884189","22.6215341656633","19.7492295607411","25.4964697448097","12.7329573381258","age","120"
"Feb 12, 2017","8.46967847128781","22.0171709938246","19.4706144307203","26.1877739518129","11.6729439705362","age","120"
"Feb 13, 2017","4.89971610241204","22.7291581084304","29.0604052540613","25.3242698141694","5.80463253910865","age","120"
"Feb 14, 2017","14.0801010138004","20.1724551136887","19.9553798004905","28.0245749212822","9.76748915073829","age","120"
"Feb 15, 2017","7.0836191897862","23.0560584512742","27.8356323717597","19.6935485159186","10.1493232894431","age","120"
"Feb 16, 2017","9.13685414862758","17.9624406967972","24.9470228069126","20.0813687696697","15.6904953961747","age","120"
"Feb 17, 2017","6.95663065664906","32.4611153862856","20.3866258244612","16.5305475937708","11.4832623570151","age","120"
"Feb 18, 2017","4.69582971461486","29.6033625557364","13.0634848454892","19.8830307858545","16.3906557346687","age","120"
"Feb 19, 2017","12.023058337197","18.0988528308309","15.4184853390639","21.4876917478412","24.9719117450669","age","120"
"Feb 20, 2017","8.60788256386149","24.4792356927931","18.647091901203","21.3755999027616","14.7083717575627","age","120"
"Feb 21, 2017","5.83695571281818","16.5879060033156","23.9426514769628","23.4098846010578","18.0407840240276","age","120"
"Feb 22, 2017","4.66994291697604","25.2845668528992","19.0871055953882","24.2614455564055","14.5151208965129","age","120"
"Feb 23, 2017","9.13018273039772","29.5479742599126","12.6899679648619","21.1868634398283","15.2631934231813","age","120"
"Feb 24, 2017","6.18244763431222","32.7246160293532","13.3663221525931","19.7159391949845","20.0106749887569","age","120"
"Feb 25, 2017","8.00528677903568","32.2097767187599","19.0036723501911","22.1510122255074","10.630251926506","age","120"
"Feb 26, 2017","7.74590948416664","29.9111548232096","16.0681129486555","23.4352132381767","10.6577913239734","age","120"
"Feb 27, 2017","4.13378787505641","27.6880258828885","16.6202656801075","26.366742309093","13.0093600710364","age","120"
"Feb 28, 2017","6.69136304137952","26.8664949754519","14.3449187675833","25.1066339475321","14.808771086235","age","120"
"Mar 1, 2017","6.12755775245061","26.9102062324032","34.1836842004463","15.9874815919153","8.79107022278457","age","120"
"Mar 2, 2017","9.52910271710949","36.8948664289666","20.5141434576615","16.2771570882376","8.78473030802482","age","120"
"Mar 3, 2017","4.90046758040695","32.8773366456029","23.1689065420221","17.1805819763823","9.69088907376755","age","120"
"Mar 4, 2017","6.72353138629523","25.0483024965309","24.9667174182179","17.9440522352122","13.1355782819257","age","120"
"Mar 5, 2017","10.2868620997902","22.2901632311358","39.9256704205799","11.5066902476495","7.99061400084454","age","120"
"Mar 6, 2017","10.3846703027456","21.0887864205669","32.2582900730205","17.12883343058","11.139419773087","age","120"
"Mar 7, 2017","6.10445033175259","28.5660353430335","26.2226738074107","15.8712936862769","11.0537286497081","age","120"
"Mar 8, 2017","10.1034748724616","34.011327982337","19.9117551670296","16.1976845462928","11.775757431879","age","120"
"Mar 9, 2017","11.2413164403019","34.0057548036422","20.0762328728546","18.0727508272123","8.60394505598898","age","120"
"Mar 10, 2017","13.9529120507108","30.6392710011309","17.4457352842347","17.3367676722809","12.6253139916428","age","120"
"Mar 11, 2017","7.76612561776953","33.2301691295546","17.8538281514657","23.1952935283552","9.95458357285496","age","120"
"Mar 12, 2017","5.83466443394882","35.2840332243884","18.0272374303739","18.7144846503769","9.95776207909385","age","120"
"Mar 13, 2017","6.83585206487838","27.6642086930594","26.375303467799","16.1871120831074","10.7557055093376","age","120"
"Mar 14, 2017","9.07883928338548","23.7401228305579","27.367827663118","18.3618609502992","9.26953109082122","age","120"
"Mar 15, 2017","4.10849199744199","22.6521905641211","24.9397042909068","19.6204069508964","20.6792061966337","age","120"
"Mar 16, 2017","10.1270703859709","26.9214509624619","15.8065000945601","18.3819955667743","16.5811648084146","age","120"
"Mar 17, 2017","12.1629137525614","24.8604555781808","21.2584178742761","16.9501544895106","16.7680583054712","age","120"
"Mar 18, 2017","6.78019685813343","23.1035600661785","15.9807888834353","18.7268491416765","19.04496868694","age","120"
"Mar 19, 2017","14.8039519859838","26.1274747327804","13.7642476688977","17.7137877300524","19.5905378822857","age","120"
"Mar 20, 2017","9.18587195156294","23.0596668230967","19.4858176010563","22.1420003851911","18.126643239093","age","120"
"Mar 21, 2017","9.48863113018777","26.3191397059931","14.1208064095032","15.7589789046467","26.3124438496693","age","120"
"Mar 22, 2017","7.4400478822635","24.0856408883009","18.1709478595682","15.3964519206705","26.9069114491969","age","120"
"Mar 23, 2017","6.53066507173664","21.4476008436576","24.6928000041103","15.6322672224361","23.6966668580593","age","120"
"Mar 24, 2017","6.05699457569794","18.7798658519086","36.233988263866","15.5604650389735","15.3686862695539","age","120"
"Mar 25, 2017","9.84011653681382","21.6628545897421","27.8423312062991","15.1968624000889","17.4578352670561","age","120"
"Mar 26, 2017","5.49814584429022","29.1953928900743","19.9549193055056","16.0067558289859","21.3447861311439","age","120"
"Mar 27, 2017","8.4100774837637","24.6473971559118","20.371557374093","22.9739620110568","15.5970059751747","age","120"
"Mar 28, 2017","6.8746789195753","21.4296511250918","19.545586514478","27.6064654346623","12.3617998243745","age","120"
"Mar 29, 2017","5.13652777671346","24.8037245235251","17.6023356419726","22.2435143897848","18.0320794861859","age","120"
"Mar 30, 2017","10.4568820958406","27.2484847625724","16.3606339915864","15.6837583485937","22.2502408014069","age","120"
"Mar 31, 2017","8.34469153017638","25.2665209011186","18.8955716285084","17.1793749255483","18.1320228328302","age","120"
"Apr 1, 2017","8.46787233848807","32.7643422425499","15.979658645043","18.5764911353345","16.2116356385845","age","120"
"Apr 2, 2017","8.93620928865864","26.5873289907776","13.4734876886377","17.9630946032589","20.8580612468489","age","120"
"Apr 3, 2017","11.2569435688521","22.4754497055789","17.9849258878143","19.9035864282834","20.3790944094713","age","120"
"Apr 4, 2017","9.24851563580357","24.1149194814796","15.463797180518","19.427582791543","19.5633667288376","age","120"
"Apr 5, 2017","9.56134972673433","27.8557735672067","16.2427724997199","18.1743484960435","20.1657557102956","age","120"
"Apr 6, 2017","5.57158120953351","29.5508105109229","20.2398772530981","12.3369258308942","20.118987013733","age","120"
"Apr 7, 2017","5.62061971674301","33.6002378884697","19.3236454863383","11.5954576423286","21.8600392661204","age","120"
"Apr 8, 2017","6.57576693654303","21.0905274829689","11.6028605168612","16.8370739920043","35.8937710716225","age","120"
"Apr 9, 2017","4.1883283174541","19.9287323810562","19.8002985420297","12.7910301476073","35.2916106118527","age","120"
"Apr 10, 2017","7.67180331522287","20.5958693762313","13.7997284712799","15.8794859193143","34.0531129179517","age","120"
"Apr 11, 2017","7.72275242269273","22.2667868934588","15.3066559536018","15.4440024442552","31.2598022859915","age","120"
"Apr 12, 2017","4.94660806147307","23.7770428982834","11.7376266850211","10.9684160390971","36.3884881343071","age","120"
"Apr 13, 2017","6.08307297696672","24.5047728176066","13.6636170543665","13.7212371085793","34.0273000424808","age","120"
"Apr 14, 2017","7.34832848310928","16.435320836439","15.1685223510682","17.5025002764613","31.3635098711041","age","120"
"Apr 15, 2017","4.25910304100127","24.5988213822269","13.128342819542","16.0309542005125","33.9827785567174","age","120"
"Apr 16, 2017","5.61528784482109","27.2446788274773","13.8096170715253","14.165369735424","31.1650465207523","age","120"
"Apr 17, 2017","4.70662788304799","30.1660590206412","16.6050202376809","16.2621468282031","24.2601460304269","age","120"
"Apr 18, 2017","5.19975553644676","23.5064549150935","13.5702816774194","17.8862443144616","31.8372635565788","age","120"
"Apr 19, 2017","6.29147231550581","23.6358417111921","15.7457831368327","17.6566680588807","28.6702347775886","age","120"
