date,hamon europe,macron europe,fillon europe,le pen europe,mélenchon europe,query,time
"Feb 6, 2017","0","12.1318681318681","55.6043956043956","14.1538461538462","10.1098901098901","age","120"
"Feb 7, 2017","6.57142857142857","15.7714285714286","40.7428571428571","15.7714285714286","13.1428571428571","age","120"
"Feb 8, 2017","8.67924528301887","8.67924528301887","48.6037735849057","17.3584905660377","8.67924528301887","age","120"
"Feb 9, 2017","5.8974358974359","17.6923076923077","28.3076923076923","28.3076923076923","11.7948717948718","age","120"
"Feb 10, 2017","9.38775510204082","9.38775510204082","18.7755102040816","26.2857142857143","28.1632653061225","age","120"
"Feb 11, 2017","14.9189189189189","14.9189189189189","14.9189189189189","32.3243243243243","14.9189189189189","age","120"
"Feb 12, 2017","7.07692307692308","0","12.3846153846154","67.2307692307692","5.30769230769231","age","120"
"Feb 13, 2017","13.5737704918033","7.54098360655738","21.1147540983607","42.2295081967213","7.54098360655738","age","120"
"Feb 14, 2017","17.6923076923077","0","17.6923076923077","56.6153846153846","0","age","120"
"Feb 15, 2017","11.5","23","23","11.5","23","age","120"
"Feb 16, 2017","0","7.41935483870968","44.5161290322581","25.2258064516129","14.8387096774194","age","120"
"Feb 17, 2017","12.7777777777778","12.7777777777778","25.5555555555556","15.3333333333333","25.5555555555556","age","120"
"Feb 18, 2017","17.8064516129032","8.90322580645161","17.8064516129032","19.2903225806452","28.1935483870968","age","120"
"Feb 19, 2017","24","16","16","16","20","age","120"
"Feb 20, 2017","16.56","9.2","9.2","38.64","18.4","age","120"
"Feb 21, 2017","20.4444444444444","0","10.2222222222222","40.8888888888889","20.4444444444444","age","120"
"Feb 22, 2017","0","22.530612244898","9.38775510204082","30.0408163265306","30.0408163265306","age","120"
"Feb 23, 2017","13.4166666666667","19.1666666666667","0","40.25","19.1666666666667","age","120"
"Feb 24, 2017","0","48.7058823529412","13.5294117647059","14.8823529411765","14.8823529411765","age","120"
"Feb 25, 2017","0","18.4","18.4","36.8","18.4","age","120"
"Feb 26, 2017","10.8235294117647","30.6666666666667","9.01960784313725","10.8235294117647","30.6666666666667","age","120"
"Feb 27, 2017","9.2","20.24","16.56","27.6","18.4","age","120"
"Feb 28, 2017","14.9189189189189","17.4054054054054","14.9189189189189","17.4054054054054","27.3513513513514","age","120"
"Mar 1, 2017","0","14.4719101123596","20.6741573033708","39.2808988764045","17.5730337078652","age","120"
"Mar 2, 2017","7.75903614457831","32.144578313253","13.3012048192771","21.0602409638554","17.7349397590361","age","120"
"Mar 3, 2017","7.93103448275862","15.8620689655172","34.8965517241379","25.3793103448276","7.93103448275862","age","120"
"Mar 4, 2017","12.2666666666667","12.2666666666667","12.2666666666667","19.9333333333333","35.2666666666667","age","120"
"Mar 5, 2017","18.0392156862745","14.4313725490196","32.4705882352941","10.8235294117647","16.2352941176471","age","120"
"Mar 6, 2017","9.90769230769231","12.7384615384615","25.4769230769231","24.0615384615385","19.8153846153846","age","120"
"Mar 7, 2017","20.7","0","25.3","23","23","age","120"
"Mar 8, 2017","7.66666666666667","21.4666666666667","24.5333333333333","19.9333333333333","18.4","age","120"
"Mar 9, 2017","14.5263157894737","27.4385964912281","8.07017543859649","25.8245614035088","16.140350877193","age","120"
"Mar 10, 2017","18.4","14.72","9.2","20.24","29.44","age","120"
"Mar 11, 2017","0","28.75","11.5","23","28.75","age","120"
"Mar 12, 2017","9.38775510204082","9.38775510204082","30.0408163265306","22.530612244898","20.6530612244898","age","120"
"Mar 13, 2017","4.07079646017699","7.32743362831858","62.6902654867257","9.76991150442478","8.14159292035398","age","120"
"Mar 14, 2017","15.9012345679012","13.6296296296296","40.8888888888889","13.6296296296296","7.95061728395062","age","120"
"Mar 15, 2017","5.59459459459459","5.59459459459459","16.1621621621622","11.8108108108108","52.8378378378378","age","120"
"Mar 16, 2017","9.01960784313725","9.01960784313725","10.8235294117647","17.1372549019608","46","age","120"
"Mar 17, 2017","12.9577464788732","6.47887323943662","10.3661971830986","16.8450704225352","45.3521126760563","age","120"
"Mar 18, 2017","0","6.47887323943662","20.7323943661972","29.8028169014085","34.9859154929577","age","120"
"Mar 19, 2017","6.13333333333333","9.81333333333333","23.3066666666667","20.8533333333333","31.8933333333333","age","120"
"Mar 20, 2017","9.27731092436975","6.95798319327731","12.3697478991597","30.1512605042017","33.2436974789916","age","120"
"Mar 21, 2017","9.74117647058823","22.7294117647059","9.74117647058823","21.6470588235294","28.1411764705882","age","120"
"Mar 22, 2017","5.28735632183908","16.9195402298851","19.0344827586207","7.40229885057471","43.3563218390805","age","120"
"Mar 23, 2017","9.40909090909091","17.7727272727273","14.6363636363636","20.9090909090909","29.2727272727273","age","120"
"Mar 24, 2017","13.0188679245283","13.0188679245283","27.7735849056604","15.622641509434","22.5660377358491","age","120"
"Mar 25, 2017","11.3424657534247","17.6438356164384","17.6438356164384","22.6849315068493","22.6849315068493","age","120"
"Mar 26, 2017","0","13.3012048192771","16.6265060240964","17.7349397590361","44.3373493975904","age","120"
"Mar 27, 2017","5.30169491525424","7.48474576271186","8.10847457627119","62.3728813559322","8.73220338983051","age","120"
"Mar 28, 2017","4.10191082802548","8.20382165605096","8.20382165605096","56.2547770700637","15.2356687898089","age","120"
"Mar 29, 2017","4.97297297297297","36.3027027027027","4.97297297297297","39.7837837837838","5.96756756756757","age","120"
"Mar 30, 2017","9.26174496644295","18.5234899328859","11.1140939597315","35.1946308724832","17.9060402684564","age","120"
"Mar 31, 2017","4.64646464646465","16.7272727272727","9.29292929292929","27.8787878787879","33.4545454545455","age","120"
"Apr 1, 2017","0","12.4938271604938","12.4938271604938","37.4814814814815","29.5308641975309","age","120"
"Apr 2, 2017","5.61832061068702","14.0458015267176","9.83206106870229","33.0076335877863","29.4961832061069","age","120"
"Apr 3, 2017","12.7524752475248","21.8613861386139","10.9306930693069","33.7029702970297","12.7524752475248","age","120"
"Apr 4, 2017","12.7524752475248","10.9306930693069","6.37623762376238","23.6831683168317","38.2574257425743","age","120"
"Apr 5, 2017","7.93103448275862","9.51724137931035","15.0689655172414","23.7931034482759","35.6896551724138","age","120"
"Apr 6, 2017","4.94623655913978","14.8387096774194","29.6774193548387","11.8709677419355","30.6666666666667","age","120"
"Apr 7, 2017","3.68","9.568","36.8","11.776","30.176","age","120"
"Apr 8, 2017","3.88732394366197","3.88732394366197","20.7323943661972","26.5633802816901","36.9295774647887","age","120"
"Apr 9, 2017","5.52","9.2","14.72","11.96","50.6","age","120"
"Apr 10, 2017","6.70833333333333","6.70833333333333","16.2916666666667","9.58333333333333","52.7083333333333","age","120"
"Apr 11, 2017","5.19354838709677","16.3225806451613","16.3225806451613","14.8387096774194","39.3225806451613","age","120"
"Apr 12, 2017","3.59375","7.1875","9.34375","18.6875","53.1875","age","120"
"Apr 13, 2017","4.10714285714286","8.21428571428572","8.21428571428572","23.8214285714286","47.6428571428571","age","120"
"Apr 14, 2017","6.81481481481481","11.0740740740741","6.81481481481481","16.1851851851852","51.1111111111111","age","120"
"Apr 15, 2017","4.45161290322581","13.3548387096774","4.45161290322581","21.5161290322581","48.2258064516129","age","120"
"Apr 16, 2017","0","12.9481481481481","8.85925925925926","16.3555555555556","53.837037037037","age","120"
"Apr 17, 2017","6.8843537414966","12.5170068027211","10.6394557823129","13.7687074829932","48.1904761904762","age","120"
"Apr 18, 2017","4.63309352517986","6.61870503597122","19.1942446043165","11.9136690647482","49.6402877697842","age","120"
"Apr 19, 2017","2.4468085106383","13.2127659574468","2.4468085106383","13.7021276595745","60.1914893617021","age","120"
