date,hamon programme,macron programme,fillon programme,le pen programme,mélenchon programme,query,time
"Jan 16, 2017","12.2666666666667","49.0666666666667","12.2666666666667","12.2666666666667","6.13333333333333","age","120"
"Jan 17, 2017","11.5","46","11.5","11.5","11.5","age","120"
"Jan 18, 2017","14.1538461538462","42.4615384615385","14.1538461538462","14.1538461538462","7.07692307692308","age","120"
"Jan 19, 2017","20.4444444444444","40.8888888888889","10.2222222222222","10.2222222222222","10.2222222222222","age","120"
"Jan 20, 2017","23","34.5","11.5","11.5","11.5","age","120"
"Jan 21, 2017","30.6666666666667","30.6666666666667","12.2666666666667","12.2666666666667","6.13333333333333","age","120"
"Jan 22, 2017","61.0384615384615","15.9230769230769","5.30769230769231","5.30769230769231","4.42307692307692","age","120"
"Jan 23, 2017","55.2","18.4","7.57647058823529","6.49411764705882","4.32941176470588","age","120"
"Jan 24, 2017","40.1025641025641","25.9487179487179","9.43589743589744","9.43589743589744","7.07692307692308","age","120"
"Jan 25, 2017","34.8108108108108","22.3783783783784","14.9189189189189","9.94594594594595","9.94594594594595","age","120"
"Jan 26, 2017","30.6666666666667","24.5333333333333","15.3333333333333","12.2666666666667","9.2","age","120"
"Jan 27, 2017","29.44","25.76","18.4","11.04","7.36","age","120"
"Jan 28, 2017","28.75","28.75","14.375","14.375","5.75","age","120"
"Jan 29, 2017","43.3962264150943","22.5660377358491","11.2830188679245","9.54716981132075","5.20754716981132","age","120"
"Jan 30, 2017","32.4705882352941","29.2235294117647","11.9058823529412","11.9058823529412","6.49411764705882","age","120"
"Jan 31, 2017","21.2307692307692","33.025641025641","16.5128205128205","14.1538461538462","7.07692307692308","age","120"
"Feb 1, 2017","12.2666666666667","42.9333333333333","14.3111111111111","16.3555555555556","6.13333333333333","age","120"
"Feb 2, 2017","11.219512195122","38.1463414634146","17.9512195121951","17.9512195121951","6.73170731707317","age","120"
"Feb 3, 2017","12.6896551724138","31.7241379310345","15.8620689655172","22.2068965517241","9.51724137931035","age","120"
"Feb 4, 2017","7.07692307692308","40.6923076923077","8.84615384615385","30.0769230769231","5.30769230769231","age","120"
"Feb 5, 2017","8.94444444444444","28.1111111111111","7.66666666666667","37.0555555555556","10.2222222222222","age","120"
"Feb 6, 2017","8.55813953488372","23.5348837209302","17.1162790697674","34.2325581395349","8.55813953488372","age","120"
"Feb 7, 2017","8.90322580645161","32.6451612903226","20.7741935483871","23.741935483871","5.93548387096774","age","120"
"Feb 8, 2017","9.85714285714286","32.8571428571429","16.4285714285714","23","9.85714285714286","age","120"
"Feb 9, 2017","8.625","28.75","14.375","34.5","5.75","age","120"
"Feb 10, 2017","8.625","25.875","14.375","40.25","2.875","age","120"
"Feb 11, 2017","12.5454545454545","29.2727272727273","12.5454545454545","29.2727272727273","8.36363636363636","age","120"
"Feb 12, 2017","8.90322580645161","26.7096774193548","11.8709677419355","32.6451612903226","11.8709677419355","age","120"
"Feb 13, 2017","10.2222222222222","30.6666666666667","15.3333333333333","30.6666666666667","5.11111111111111","age","120"
"Feb 14, 2017","10.8235294117647","27.0588235294118","16.2352941176471","32.4705882352941","5.41176470588235","age","120"
"Feb 15, 2017","10.8235294117647","32.4705882352941","21.6470588235294","21.6470588235294","5.41176470588235","age","120"
"Feb 16, 2017","9.68421052631579","33.8947368421053","14.5263157894737","24.2105263157895","9.68421052631579","age","120"
"Feb 17, 2017","15.3333333333333","30.6666666666667","15.3333333333333","20.4444444444444","10.2222222222222","age","120"
"Feb 18, 2017","10.2222222222222","35.7777777777778","15.3333333333333","25.5555555555556","5.11111111111111","age","120"
"Feb 19, 2017","12","28","12","24","16","age","120"
"Feb 20, 2017","9.68421052631579","24.2105263157895","14.5263157894737","29.0526315789474","14.5263157894737","age","120"
"Feb 21, 2017","9.2","23","18.4","27.6","13.8","age","120"
"Feb 22, 2017","8","36","12","28","8","age","120"
"Feb 23, 2017","9.2","39.8666666666667","9.2","21.4666666666667","12.2666666666667","age","120"
"Feb 24, 2017","5.52","58.88","9.2","12.88","5.52","age","120"
"Feb 25, 2017","7.07692307692308","49.5384615384615","10.6153846153846","17.6923076923077","7.07692307692308","age","120"
"Feb 26, 2017","9.2","46","9.2","20.7","6.9","age","120"
"Feb 27, 2017","10.6153846153846","46","10.6153846153846","17.6923076923077","7.07692307692308","age","120"
"Feb 28, 2017","8.36363636363636","37.6363636363636","8.36363636363636","29.2727272727273","8.36363636363636","age","120"
"Mar 1, 2017","6.13333333333333","39.8666666666667","21.4666666666667","18.4","6.13333333333333","age","120"
"Mar 2, 2017","3.53846153846154","70.7692307692308","6.36923076923077","8.49230769230769","2.83076923076923","age","120"
"Mar 3, 2017","6.57142857142857","61.7714285714286","9.2","10.5142857142857","3.94285714285714","age","120"
"Mar 4, 2017","6.13333333333333","53.1555555555556","14.3111111111111","12.2666666666667","6.13333333333333","age","120"
"Mar 5, 2017","6.94339622641509","39.9245283018868","26.0377358490566","12.1509433962264","6.94339622641509","age","120"
"Mar 6, 2017","6.73170731707317","38.1463414634146","20.1951219512195","17.9512195121951","8.97560975609756","age","120"
"Mar 7, 2017","7.66666666666667","40.8888888888889","20.4444444444444","17.8888888888889","5.11111111111111","age","120"
"Mar 8, 2017","9.68421052631579","46","12.1052631578947","16.9473684210526","7.26315789473684","age","120"
"Mar 9, 2017","9.68421052631579","50.8421052631579","9.68421052631579","14.5263157894737","7.26315789473684","age","120"
"Mar 10, 2017","15.3333333333333","46","12.2666666666667","12.2666666666667","6.13333333333333","age","120"
"Mar 11, 2017","9.51724137931035","47.5862068965517","12.6896551724138","15.8620689655172","6.3448275862069","age","120"
"Mar 12, 2017","9.43589743589744","42.4615384615385","14.1538461538462","16.5128205128205","9.43589743589744","age","120"
"Mar 13, 2017","6.69090909090909","36.8","26.7636363636364","15.0545454545455","6.69090909090909","age","120"
"Mar 14, 2017","8.36363636363636","35.5454545454545","23","16.7272727272727","8.36363636363636","age","120"
"Mar 15, 2017","8.11764705882353","35.1764705882353","16.2352941176471","21.6470588235294","10.8235294117647","age","120"
"Mar 16, 2017","20.7","34.5","11.5","16.1","9.2","age","120"
"Mar 17, 2017","15.8620689655172","34.8965517241379","12.6896551724138","15.8620689655172","12.6896551724138","age","120"
"Mar 18, 2017","10.2222222222222","30.6666666666667","10.2222222222222","22.4888888888889","18.4","age","120"
"Mar 19, 2017","16.7272727272727","34.8484848484849","8.36363636363636","18.1212121212121","13.9393939393939","age","120"
"Mar 20, 2017","13.1428571428571","35.047619047619","10.2222222222222","17.5238095238095","16.0634920634921","age","120"
"Mar 21, 2017","7.88571428571429","32.8571428571429","9.2","17.0857142857143","24.9714285714286","age","120"
"Mar 22, 2017","8","32","10","18","24","age","120"
"Mar 23, 2017","6.27272727272727","37.6363636363636","12.5454545454545","16.7272727272727","18.8181818181818","age","120"
"Mar 24, 2017","8.76190476190476","35.047619047619","15.3333333333333","17.5238095238095","15.3333333333333","age","120"
"Mar 25, 2017","6.73170731707317","38.1463414634146","11.219512195122","15.7073170731707","20.1951219512195","age","120"
"Mar 26, 2017","7.2156862745098","30.6666666666667","10.8235294117647","19.843137254902","23.4509803921569","age","120"
"Mar 27, 2017","9.68421052631579","29.0526315789474","12.1052631578947","19.3684210526316","21.7894736842105","age","120"
"Mar 28, 2017","7.88571428571429","31.5428571428571","13.1428571428571","18.4","21.0285714285714","age","120"
"Mar 29, 2017","9.94594594594595","37.2972972972973","9.94594594594595","19.8918918918919","14.9189189189189","age","120"
"Mar 30, 2017","9.2","27.6","11.5","18.4","25.3","age","120"
"Mar 31, 2017","10.8235294117647","32.4705882352941","10.8235294117647","16.2352941176471","21.6470588235294","age","120"
"Apr 1, 2017","7.07692307692308","37.7435897435897","11.7948717948718","16.5128205128205","18.8717948717949","age","120"
"Apr 2, 2017","6.23728813559322","29.6271186440678","10.9152542372881","17.1525423728814","28.0677966101695","age","120"
"Apr 3, 2017","8.36363636363636","29.2727272727273","12.5454545454545","18.8181818181818","23","age","120"
"Apr 4, 2017","8.67924528301887","32.9811320754717","12.1509433962264","17.3584905660377","20.8301886792453","age","120"
"Apr 5, 2017","6.81481481481481","27.2592592592593","11.9259259259259","15.3333333333333","30.6666666666667","age","120"
"Apr 6, 2017","7.93103448275862","31.7241379310345","12.6896551724138","14.2758620689655","25.3793103448276","age","120"
"Apr 7, 2017","8","32","12","12","28","age","120"
"Apr 8, 2017","6.69090909090909","25.0909090909091","11.7090909090909","16.7272727272727","31.7818181818182","age","120"
"Apr 9, 2017","4.90666666666667","23.3066666666667","11.04","13.4933333333333","39.2533333333333","age","120"
"Apr 10, 2017","4.90666666666667","22.08","11.04","11.04","42.9333333333333","age","120"
"Apr 11, 2017","5.1830985915493","23.3239436619718","10.3661971830986","12.9577464788732","40.169014084507","age","120"
"Apr 12, 2017","6.73170731707317","22.4390243902439","8.97560975609756","11.219512195122","42.6341463414634","age","120"
"Apr 13, 2017","5.97402597402597","22.7012987012987","9.55844155844156","10.7532467532468","43.012987012987","age","120"
"Apr 14, 2017","6.47887323943662","24.6197183098592","9.07042253521127","11.6619718309859","40.169014084507","age","120"
"Apr 15, 2017","6.05263157894737","25.4210526315789","13.3157894736842","12.1052631578947","35.1052631578947","age","120"
"Apr 16, 2017","5.52","26.68","11.04","13.8","34.96","age","120"
"Apr 17, 2017","6.04379562043796","31.5620437956204","12.0875912408759","14.1021897810219","28.2043795620438","age","120"
"Apr 18, 2017","6.75229357798165","27.8532110091743","14.348623853211","15.1926605504587","27.8532110091743","age","120"
"Apr 19, 2017","7.88571428571429","28.9142857142857","12.2666666666667","14.0190476190476","28.9142857142857","age","120"
