date,hamon immigration,macron immigration,fillon immigration,le pen immigration,mélenchon immigration,query,time
"Jan 21, 2017","0","15.3333333333333","15.3333333333333","30.6666666666667","30.6666666666667","age","120"
"Jan 22, 2017","46","30.6666666666667","0","0","15.3333333333333","age","120"
"Jan 23, 2017","23","23","15.3333333333333","15.3333333333333","15.3333333333333","age","120"
"Jan 24, 2017","36.8","18.4","0","0","36.8","age","120"
"Jan 25, 2017","16.7272727272727","25.0909090909091","16.7272727272727","16.7272727272727","16.7272727272727","age","120"
"Jan 26, 2017","0","30.6666666666667","30.6666666666667","30.6666666666667","0","age","120"
"Jan 27, 2017","42.4615384615385","21.2307692307692","14.1538461538462","0","14.1538461538462","age","120"
"Jan 28, 2017","21.2307692307692","14.1538461538462","14.1538461538462","28.3076923076923","14.1538461538462","age","120"
"Jan 29, 2017","16.4285714285714","19.7142857142857","29.5714285714286","19.7142857142857","6.57142857142857","age","120"
"Jan 30, 2017","16.4285714285714","26.2857142857143","9.85714285714286","23","16.4285714285714","age","120"
"Jan 31, 2017","19.7142857142857","26.2857142857143","19.7142857142857","26.2857142857143","0","age","120"
"Feb 1, 2017","4.84210526315789","16.9473684210526","43.578947368421","14.5263157894737","12.1052631578947","age","120"
"Feb 2, 2017","19.3684210526316","9.68421052631579","24.2105263157895","29.0526315789474","9.68421052631579","age","120"
"Feb 3, 2017","23","23","23","0","23","age","120"
"Feb 4, 2017","9.68421052631579","33.8947368421053","9.68421052631579","19.3684210526316","19.3684210526316","age","120"
"Feb 5, 2017","0","32.8571428571429","13.1428571428571","46","0","age","120"
"Feb 6, 2017","0","18.4","13.8","27.6","32.2","age","120"
"Feb 7, 2017","15.3333333333333","30.6666666666667","30.6666666666667","0","15.3333333333333","age","120"
"Feb 8, 2017","0","61.3333333333333","30.6666666666667","0","0","age","120"
"Feb 9, 2017","0","30.6666666666667","30.6666666666667","30.6666666666667","0","age","120"
"Feb 10, 2017","0","0","0","92","0","age","120"
"Feb 11, 2017","0","15.3333333333333","15.3333333333333","61.3333333333333","0","age","120"
"Feb 12, 2017","0","30.6666666666667","30.6666666666667","0","30.6666666666667","age","120"
"Feb 13, 2017","0","38.3333333333333","0","53.6666666666667","0","age","120"
"Feb 14, 2017","0","30.6666666666667","0","61.3333333333333","0","age","120"
"Feb 15, 2017","0","0","30.6666666666667","61.3333333333333","0","age","120"
"Feb 16, 2017","26.2857142857143","39.4285714285714","0","0","26.2857142857143","age","120"
"Feb 17, 2017","0","92","0","0","0","age","120"
"Feb 18, 2017","0","92","0","0","0","age","120"
"Feb 19, 2017","0","40.8888888888889","0","20.4444444444444","30.6666666666667","age","120"
"Feb 20, 2017","0","55.2","0","36.8","0","age","120"
"Feb 21, 2017","0","46","46","0","0","age","120"
"Feb 22, 2017","0","61.3333333333333","0","30.6666666666667","0","age","120"
"Feb 23, 2017","0","39.4285714285714","26.2857142857143","0","26.2857142857143","age","120"
"Feb 24, 2017","0","30.6666666666667","20.4444444444444","40.8888888888889","0","age","120"
"Feb 25, 2017","30.6666666666667","30.6666666666667","0","15.3333333333333","15.3333333333333","age","120"
"Feb 26, 2017","0","41.8181818181818","16.7272727272727","33.4545454545455","0","age","120"
"Feb 27, 2017","0","30.6666666666667","15.3333333333333","15.3333333333333","30.6666666666667","age","120"
"Feb 28, 2017","0","0","0","46","46","age","120"
"Mar 1, 2017","0","23","15.3333333333333","23","30.6666666666667","age","120"
"Mar 2, 2017","0","46","15.3333333333333","21.4666666666667","9.2","age","120"
"Mar 3, 2017","0","46","15.3333333333333","15.3333333333333","15.3333333333333","age","120"
"Mar 4, 2017","0","25.0909090909091","0","33.4545454545455","33.4545454545455","age","120"
"Mar 5, 2017","20.4444444444444","20.4444444444444","30.6666666666667","0","20.4444444444444","age","120"
"Mar 6, 2017","16.7272727272727","25.0909090909091","16.7272727272727","33.4545454545455","0","age","120"
"Mar 7, 2017","0","92","0","0","0","age","120"
"Mar 8, 2017","20.4444444444444","51.1111111111111","0","20.4444444444444","0","age","120"
"Mar 9, 2017","0","36.8","18.4","36.8","0","age","120"
"Mar 10, 2017","18.4","27.6","0","27.6","18.4","age","120"
"Mar 11, 2017","0","55.2","0","36.8","0","age","120"
"Mar 12, 2017","12.2666666666667","24.5333333333333","12.2666666666667","18.4","24.5333333333333","age","120"
"Mar 13, 2017","9.2","27.6","9.2","27.6","18.4","age","120"
"Mar 14, 2017","0","46","0","46","0","age","120"
"Mar 15, 2017","0","0","18.4","18.4","55.2","age","120"
"Mar 16, 2017","26.2857142857143","8.76190476190476","0","30.6666666666667","26.2857142857143","age","120"
"Mar 17, 2017","19.3684210526316","19.3684210526316","9.68421052631579","24.2105263157895","19.3684210526316","age","120"
"Mar 18, 2017","0","46","23","23","0","age","120"
"Mar 19, 2017","8.36363636363636","20.9090909090909","0","41.8181818181818","20.9090909090909","age","120"
"Mar 20, 2017","0","25.5555555555556","0","46","20.4444444444444","age","120"
"Mar 21, 2017","9.2","23","0","27.6","32.2","age","120"
"Mar 22, 2017","14.1538461538462","14.1538461538462","0","28.3076923076923","35.3846153846154","age","120"
"Mar 23, 2017","10.2222222222222","20.4444444444444","30.6666666666667","6.81481481481481","23.8518518518519","age","120"
"Mar 24, 2017","0","10.2222222222222","15.3333333333333","20.4444444444444","46","age","120"
"Mar 25, 2017","0","46","0","0","46","age","120"
"Mar 26, 2017","8.36363636363636","16.7272727272727","12.5454545454545","25.0909090909091","29.2727272727273","age","120"
"Mar 27, 2017","9.2","27.6","9.2","27.6","18.4","age","120"
"Mar 28, 2017","18.4","12.2666666666667","12.2666666666667","36.8","12.2666666666667","age","120"
"Mar 29, 2017","0","16.7272727272727","16.7272727272727","41.8181818181818","16.7272727272727","age","120"
"Mar 30, 2017","10.2222222222222","20.4444444444444","10.2222222222222","25.5555555555556","25.5555555555556","age","120"
"Mar 31, 2017","10.8235294117647","16.2352941176471","16.2352941176471","10.8235294117647","37.8823529411765","age","120"
"Apr 1, 2017","16.7272727272727","41.8181818181818","16.7272727272727","16.7272727272727","0","age","120"
"Apr 2, 2017","0","21.6470588235294","0","37.8823529411765","32.4705882352941","age","120"
"Apr 3, 2017","9.68421052631579","19.3684210526316","19.3684210526316","24.2105263157895","19.3684210526316","age","120"
"Apr 4, 2017","14.1538461538462","28.3076923076923","0","28.3076923076923","21.2307692307692","age","120"
"Apr 5, 2017","0","19.7142857142857","13.1428571428571","46","13.1428571428571","age","120"
"Apr 6, 2017","8","16","8","32","28","age","120"
"Apr 7, 2017","22.08","22.08","14.72","18.4","14.72","age","120"
"Apr 8, 2017","0","19.7142857142857","0","46","26.2857142857143","age","120"
"Apr 9, 2017","0","10.2222222222222","10.2222222222222","46","25.5555555555556","age","120"
"Apr 10, 2017","7.36","18.4","7.36","18.4","40.48","age","120"
"Apr 11, 2017","19.7142857142857","13.1428571428571","6.57142857142857","23","29.5714285714286","age","120"
"Apr 12, 2017","8.36363636363636","16.7272727272727","12.5454545454545","16.7272727272727","37.6363636363636","age","120"
"Apr 13, 2017","10.2222222222222","25.5555555555556","20.4444444444444","0","35.7777777777778","age","120"
"Apr 14, 2017","0","10.8235294117647","16.2352941176471","27.0588235294118","37.8823529411765","age","120"
"Apr 15, 2017","7.66666666666667","23","7.66666666666667","19.1666666666667","34.5","age","120"
"Apr 16, 2017","0","33.8947368421053","9.68421052631579","19.3684210526316","29.0526315789474","age","120"
"Apr 17, 2017","0","15.8620689655172","12.6896551724138","31.7241379310345","31.7241379310345","age","120"
"Apr 18, 2017","0","3.18614718614719","5.97402597402597","79.6536796536797","3.18614718614719","age","120"
"Apr 19, 2017","13.1428571428571","19.7142857142857","6.57142857142857","23","29.5714285714286","age","120"
