date,hamon politique,macron politique,fillon politique,le pen politique,mélenchon politique,query,time
"Mar 18, 2017","11.5","23","11.5","23","23","age","120"
"Mar 19, 2017","13.8","23","18.4","23","13.8","age","120"
"Mar 20, 2017","18.4","34.1714285714286","13.1428571428571","10.5142857142857","15.7714285714286","age","120"
"Mar 21, 2017","12.6896551724138","38.0689655172414","12.6896551724138","9.51724137931035","19.0344827586207","age","120"
"Mar 22, 2017","7.66666666666667","26.8333333333333","23","11.5","23","age","120"
"Mar 23, 2017","7.07692307692308","25.9487179487179","42.4615384615385","7.07692307692308","9.43589743589744","age","120"
"Mar 24, 2017","1.27777777777778","12.7777777777778","66.4444444444444","6.38888888888889","5.11111111111111","age","120"
"Mar 25, 2017","6.57142857142857","19.7142857142857","46","6.57142857142857","13.1428571428571","age","120"
"Mar 26, 2017","9.85714285714286","26.2857142857143","32.8571428571429","9.85714285714286","13.1428571428571","age","120"
"Mar 27, 2017","11.5","23","23","17.25","17.25","age","120"
"Mar 28, 2017","10.2222222222222","25.5555555555556","15.3333333333333","25.5555555555556","15.3333333333333","age","120"
"Mar 29, 2017","5.11111111111111","25.5555555555556","20.4444444444444","30.6666666666667","10.2222222222222","age","120"
"Mar 30, 2017","15.3333333333333","25.5555555555556","20.4444444444444","20.4444444444444","10.2222222222222","age","120"
"Mar 31, 2017","11.5","17.25","17.25","23","23","age","120"
"Apr 1, 2017","9.2","27.6","18.4","18.4","18.4","age","120"
"Apr 2, 2017","4.84210526315789","29.0526315789474","19.3684210526316","19.3684210526316","19.3684210526316","age","120"
"Apr 3, 2017","6.57142857142857","19.7142857142857","26.2857142857143","19.7142857142857","19.7142857142857","age","120"
"Apr 4, 2017","11.5","26.8333333333333","15.3333333333333","19.1666666666667","19.1666666666667","age","120"
"Apr 5, 2017","8.76190476190476","26.2857142857143","21.9047619047619","17.5238095238095","17.5238095238095","age","120"
"Apr 6, 2017","5.11111111111111","51.1111111111111","17.037037037037","8.51851851851852","10.2222222222222","age","120"
"Apr 7, 2017","1.472","73.6","11.04","2.208","3.68","age","120"
"Apr 8, 2017","6.57142857142857","46","6.57142857142857","13.1428571428571","19.7142857142857","age","120"
"Apr 9, 2017","6.81481481481481","30.6666666666667","13.6296296296296","13.6296296296296","27.2592592592593","age","120"
"Apr 10, 2017","4.84210526315789","19.3684210526316","14.5263157894737","19.3684210526316","33.8947368421053","age","120"
"Apr 11, 2017","5.41176470588235","32.4705882352941","16.2352941176471","10.8235294117647","27.0588235294118","age","120"
"Apr 12, 2017","16.7272727272727","20.9090909090909","12.5454545454545","16.7272727272727","25.0909090909091","age","120"
"Apr 13, 2017","3.83333333333333","26.8333333333333","15.3333333333333","11.5","34.5","age","120"
"Apr 14, 2017","4.84210526315789","24.2105263157895","19.3684210526316","14.5263157894737","29.0526315789474","age","120"
"Apr 15, 2017","8.76190476190476","26.2857142857143","13.1428571428571","21.9047619047619","21.9047619047619","age","120"
"Apr 16, 2017","6.57142857142857","26.2857142857143","16.4285714285714","16.4285714285714","26.2857142857143","age","120"
"Apr 17, 2017","7.88571428571429","28.9142857142857","10.5142857142857","15.7714285714286","28.9142857142857","age","120"
"Apr 18, 2017","7.07692307692308","31.8461538461538","14.1538461538462","17.6923076923077","21.2307692307692","age","120"
"Apr 19, 2017","12.2666666666667","27.6","12.2666666666667","15.3333333333333","24.5333333333333","age","120"
